CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE
10497,E,S,F,60000,52000,2023-03-29
10500,C,S,F,72000,68100,2020-01-09
10501,C,M,M,60000,52000,2021-09-10
10510,D,S,F,100000,11500,2022-07-15
10514,C,M,M,48000,41400,2022-06-04
10517,E,M,F,36000,52000,2020-03-04
10519,E,M,F,48000,52000,2021-10-02
10524,B,S,M,250000,41250,2021-06-20
10525,C,M,F,60000,41200,2020-04-19
10563,B,S,M,36000,68100,2022-02-02
10565,B,M,F,48000,41400,2020-04-24
10568,B,S,F,60000,68100,2023-03-27
10580,B,S,F,500000,68100,2020-11-16
10582,E,S,F,48000,41200,2022-10-08
10586,B,S,M,100000,81100,2021-07-17
10588,E,M,F,36000,41400,2020-11-26
10589,D,M,F,60000,41250,2022-10-20
10595,B,S,M,60000,68100,2022-12-19
10600,C,M,F,72000,41200,2023-05-09
10613,C,S,F,48000,11500,2020-06-09
10637,D,M,F,100000,41200,2020-02-06
10682,E,M,M,50000,76300,2023-05-17
10684,B,S,M,500000,76300,2021-07-28
10688,B,S,M,250000,11500,2021-06-04
10696,B,M,F,72000,42000,2020-06-29
10705,C,D,F,108000,41200,2021-12-31
10715,C,M,M,120000,10470,2022-02-26
10719,C,S,F,120000,81100,2021-12-31
10742,C,M,F,60000,41200,2021-08-19
10743,D,M,M,48000,10470,2022-10-16
10765,B,S,M,48000,52000,2020-05-01
10778,B,M,M,48000,42000,2020-01-30
10790,B,M,M,84000,10470,2022-01-26
10791,D,D,F,36000,80300,2020-10-10
10797,C,M,F,60000,41200,2022-02-17
10803,D,M,M,50000,81100,2023-05-20
10805,E,M,M,72000,47400,2022-11-14
10830,C,M,M,50000,47400,2021-08-04
10835,D,S,M,48000,42000,2022-01-09
10838,C,S,M,60000,76300,2021-12-08
10843,E,M,M,48000,11500,2022-08-04
10844,B,S,M,50000,52000,2020-12-02
10866,B,S,F,250000,41200,2021-10-02
10870,B,S,M,50000,41200,2020-03-23
10883,C,S,M,60000,50450,2021-01-06
10885,B,S,M,48000,41400,2022-01-22
10898,B,S,M,48000,47400,2022-08-07
10899,B,S,M,72000,75000,2021-03-28
10905,C,M,F,108000,50450,2020-09-21
10913,B,S,M,120000,68100,2020-11-24
10916,C,S,M,72000,10470,2020-10-20
10917,C,M,M,250000,42000,2020-10-16
10919,C,S,M,48000,76300,2021-05-27
10925,D,M,F,100000,41200,2020-12-05
10938,B,M,M,250000,81100,2020-03-24
10953,C,S,F,50000,80300,2023-06-16
10954,E,M,M,48000,50450,2021-02-18
10956,B,M,F,500000,11500,2021-05-07
10967,D,M,M,100000,80300,2021-11-30
10977,C,S,F,50000,41200,2021-05-26
10978,C,M,F,48000,11500,2021-12-13
10989,E,M,M,100000,76300,2021-10-08
10997,D,S,F,36000,41200,2023-01-20
11000,B,S,M,500000,42000,2021-12-26
11025,D,M,M,48000,47400,2023-01-03
11033,B,S,M,60000,11500,2020-11-29
11040,C,M,F,250000,51200,2023-02-14
11042,B,M,F,36000,47400,2022-01-25
11050,D,M,F,50000,76300,2020-11-14
11059,C,W,F,48000,75000,2021-03-08
11059,C,W,F,72000,52000,2022-01-20
11082,B,S,F,72000,41200,2020-10-26
11088,D,M,M,500000,68100,2020-04-02
11097,E,M,F,36000,52000,2020-11-03
11106,B,M,M,84000,80300,2020-10-16
11112,B,S,F,36000,81100,2021-08-02
11122,D,M,F,250000,42000,2022-05-15
11142,C,S,M,500000,75000,2020-02-18
11149,C,M,F,50000,76300,2020-06-15
11161,C,S,F,250000,81100,2020-05-22
11172,C,M,M,250000,51200,2022-02-20
11185,B,S,M,84000,68100,2022-01-05
11186,B,S,F,500000,50450,2023-06-07
11190,D,M,F,60000,11500,2022-10-22
11195,D,M,F,60000,52000,2021-04-07
11210,B,S,F,50000,68100,2022-04-02
11213,B,S,F,120000,75000,2023-03-17
11236,E,M,F,60000,76300,2023-05-29
11244,B,S,M,500000,51200,2022-11-18
11290,D,M,F,48000,50450,2023-05-02
11297,C,M,M,48000,41200,2023-04-28
11302,D,M,M,120000,75000,2022-10-19
11303,E,M,M,36000,76300,2020-11-13
11306,B,S,M,48000,41200,2023-03-30
11313,E,M,M,48000,50450,2020-05-23
11331,E,M,M,48000,80300,2022-04-17
11333,B,S,M,250000,10470,2020-12-26
11337,B,S,M,500000,52000,2022-08-09
11343,D,M,F,36000,41400,2020-11-08
11353,D,M,M,48000,80300,2023-03-30
11378,B,S,M,48000,75000,2022-05-10
11379,C,S,M,48000,51200,2023-03-09
11382,B,D,F,36000,10470,2022-09-22
11385,C,S,F,60000,47400,2020-12-08
11394,B,S,F,72000,80300,2023-06-13
11397,B,M,F,50000,42000,2020-07-21
11414,C,M,F,48000,76300,2022-07-24
11421,C,M,F,250000,47400,2022-04-27
11443,C,M,F,84000,52000,2020-05-13
11465,D,M,F,250000,80300,2021-06-16
11482,C,S,F,250000,41400,2023-03-18
11483,C,S,M,36000,80300,2021-08-12
11485,B,S,F,60000,41400,2021-02-02
11486,B,S,M,108000,80300,2021-11-02
11493,D,S,M,50000,50450,2023-02-15
11506,B,S,M,48000,81100,2021-08-04
11516,C,S,M,48000,80300,2022-03-27
11520,B,S,M,250000,41200,2022-12-02
11529,D,M,F,250000,11500,2022-04-26
11532,E,M,F,48000,47400,2020-09-12
11534,D,M,M,100000,68100,2021-03-22
11545,E,M,F,50000,11500,2023-01-22
11550,D,M,F,50000,51200,2020-09-26
11601,B,S,M,60000,11500,2022-07-01
11639,C,M,M,60000,80300,2021-08-25
11643,B,S,M,48000,51200,2023-05-10
11649,B,S,M,250000,81100,2020-07-03
11656,B,S,M,36000,10470,2021-10-15
11679,C,M,F,250000,41250,2020-06-25
11682,C,M,F,60000,50450,2021-11-06
11689,B,S,M,48000,41200,2022-04-09
11693,D,S,M,108000,41250,2021-12-12
11706,C,M,F,48000,10470,2020-10-23
11707,B,S,F,48000,41400,2023-01-05
11708,D,M,M,48000,76300,2021-08-02
11713,B,M,F,36000,41250,2021-07-14
11715,B,S,M,72000,80300,2021-09-09
11725,B,S,M,60000,75000,2020-10-19
11741,B,M,F,48000,41200,2022-01-22
11747,C,S,M,48000,51200,2020-06-08
11751,B,S,M,60000,80300,2020-06-02
11766,D,M,F,250000,41400,2022-12-05
11777,E,M,F,48000,41400,2023-03-01
11783,B,M,F,50000,41250,2022-01-17
11793,B,S,M,100000,75000,2023-04-05
11794,C,M,F,108000,41400,2020-07-08
11801,B,S,M,84000,76300,2020-08-20
11802,B,S,M,36000,47400,2021-09-18
11802,B,S,M,250000,81100,2023-04-19
11807,B,S,F,60000,41400,2022-06-06
11810,D,M,M,500000,41250,2021-05-19
11822,C,S,F,72000,81100,2020-09-02
11829,C,M,M,100000,68100,2020-01-11
11841,D,S,F,48000,11500,2022-11-12
11844,C,M,M,72000,11500,2020-02-07
11857,B,M,F,60000,47400,2020-06-21
11863,E,M,M,48000,51200,2020-12-10
11867,B,M,M,48000,11500,2021-07-31
11877,C,M,F,36000,52000,2021-05-26
11880,B,S,M,48000,41200,2021-12-18
11898,B,M,F,48000,50450,2021-10-25
11906,C,M,F,36000,80300,2021-11-30
11937,B,S,M,50000,10470,2021-02-27
11942,E,M,F,250000,10470,2020-01-14
11943,E,S,F,60000,10470,2021-09-12
11950,B,M,F,120000,11500,2022-01-05
11956,D,S,M,60000,41250,2021-09-01
11956,D,S,M,500000,80300,2020-04-15
11969,E,M,F,120000,51200,2020-09-25
11990,C,S,F,36000,52000,2022-10-29
12004,E,M,F,108000,10470,2020-11-28
12013,C,S,M,250000,50450,2022-09-21
12039,B,S,M,60000,52000,2020-08-06
12048,C,M,M,36000,75000,2020-09-28
12066,D,M,F,60000,10470,2021-04-07
12066,D,M,F,120000,42000,2022-11-26
12082,B,S,M,72000,81100,2021-03-01
12100,E,S,F,48000,47400,2023-01-25
12105,C,S,M,250000,41200,2022-03-26
12110,B,S,M,48000,75000,2020-05-21
12115,B,S,F,100000,81100,2020-06-02
12116,B,S,M,48000,11500,2020-10-05
12124,C,M,M,500000,52000,2021-09-07
12125,B,S,M,72000,81100,2022-11-01
12130,B,M,F,100000,75000,2021-01-01
12154,D,M,M,36000,50450,2021-02-14
12156,B,S,M,36000,51200,2020-12-24
12207,D,M,M,100000,41200,2023-05-16
12220,E,M,M,108000,68100,2020-12-22
12225,B,S,M,84000,76300,2023-04-20
12226,C,D,M,60000,41200,2022-12-09
12229,E,S,F,48000,80300,2021-02-01
12234,D,M,F,48000,76300,2021-11-19
12234,D,M,F,60000,76300,2020-06-02
12236,B,S,F,60000,81100,2021-09-28
12254,C,M,F,60000,81100,2023-02-12
12286,C,M,M,48000,41400,2023-04-01
12294,B,S,M,250000,68100,2022-12-23
12295,D,M,M,48000,50450,2020-01-11
12298,B,S,M,72000,11500,2022-01-30
12303,C,M,F,50000,75000,2021-01-29
12304,C,S,F,100000,80300,2021-03-01
12327,D,M,F,60000,76300,2023-01-26
12339,C,M,M,108000,68100,2022-11-25
12347,E,M,M,48000,42000,2021-05-27
12356,B,M,M,84000,41200,2023-03-04
12360,D,M,F,48000,81100,2020-01-30
12369,B,M,M,48000,51200,2020-10-29
12386,B,S,F,36000,75000,2021-07-07
12390,B,S,F,72000,52000,2021-06-08
12397,D,D,F,48000,11500,2023-04-12
12398,B,S,F,120000,50450,2022-11-18
12413,B,M,F,48000,41400,2020-12-02
12442,D,M,M,84000,80300,2023-06-07
12476,B,S,M,48000,76300,2021-10-12
12489,D,M,M,108000,42000,2021-01-19
12498,C,S,M,120000,41400,2020-01-03
12513,B,M,F,50000,10470,2020-05-14
12516,C,S,M,108000,51200,2022-07-16
12520,B,S,F,72000,52000,2023-05-22
12523,C,S,F,36000,41400,2022-02-09
12526,D,M,F,84000,42000,2022-07-26
12542,E,M,F,60000,41250,2022-06-06
12544,C,M,M,50000,51200,2023-05-09
12566,E,M,F,48000,42000,2021-05-01
12569,D,M,F,120000,10470,2022-10-02
12578,B,S,F,120000,52000,2023-03-30
12582,D,M,F,120000,41400,2021-01-23
12608,B,S,M,108000,41200,2020-02-23
12609,C,M,M,48000,11500,2020-03-13
12619,C,M,F,72000,75000,2020-01-25
12622,B,S,F,36000,80300,2020-08-19
12624,D,M,F,48000,10470,2021-06-17
12637,C,S,M,36000,80300,2020-06-21
12654,B,S,M,120000,52000,2022-03-01
12659,C,M,M,500000,11500,2022-07-04
12668,C,M,M,120000,47400,2023-02-18
12670,B,S,M,36000,50450,2020-05-20
12690,B,S,F,50000,42000,2020-02-26
12695,C,M,F,36000,41400,2023-04-19
12696,B,M,F,100000,68100,2023-06-12
12702,E,M,M,72000,41400,2022-11-24
12702,E,M,M,48000,11500,2020-10-03
12703,C,M,F,50000,68100,2022-11-29
12704,C,S,M,72000,52000,2021-06-18
12718,B,S,F,48000,11500,2020-08-26
12719,E,M,F,48000,41250,2021-07-04
12724,C,S,F,48000,41250,2021-12-19
12731,B,S,F,48000,41250,2020-06-23
12733,C,D,F,72000,41200,2021-06-25
12734,E,M,M,500000,75000,2020-12-01
12751,B,M,F,48000,10470,2020-03-26
12752,C,M,F,72000,10470,2022-12-04
12755,C,M,F,250000,51200,2020-12-11
12772,D,M,F,48000,80300,2023-04-30
12781,B,M,F,84000,11500,2023-02-04
12787,C,S,M,250000,47400,2021-05-10
12805,C,S,M,50000,47400,2021-10-18
12810,C,M,F,84000,75000,2021-06-17
12837,C,M,M,48000,76300,2022-11-15
12840,C,M,F,36000,42000,2023-04-20
12848,D,M,F,48000,81100,2022-02-21
12853,B,S,M,84000,41400,2021-01-02
12873,B,S,F,84000,41200,2021-04-15
12879,D,M,M,36000,75000,2020-02-01
12887,D,S,F,48000,41200,2021-08-02
12890,B,M,M,48000,50450,2021-04-05
12892,B,S,M,72000,80300,2020-01-19
12893,C,M,F,36000,11500,2022-10-22
12901,C,S,F,108000,41250,2020-07-11
12913,B,S,M,72000,41200,2023-01-07
12943,B,S,M,36000,42000,2022-04-27
12945,B,M,F,60000,51200,2021-04-04
12967,D,D,F,84000,75000,2022-02-10
12979,C,M,M,48000,76300,2022-08-24
12981,B,M,F,36000,52000,2023-02-02
12983,B,M,F,60000,42000,2022-04-08
12989,B,S,M,108000,42000,2020-01-07
12993,B,S,M,84000,52000,2020-11-12
12997,B,S,F,250000,11500,2021-04-30
13023,B,M,M,72000,51200,2021-08-20
13036,C,M,F,48000,68100,2021-02-20
13055,D,M,F,120000,75000,2020-05-22
13064,B,S,M,250000,41400,2023-02-25
13088,E,M,F,48000,10470,2022-03-06
13094,B,S,F,36000,42000,2020-06-18
13122,B,S,M,100000,41250,2022-10-26
13123,B,S,F,108000,76300,2023-06-11
13132,C,M,M,500000,51200,2023-02-10
13146,B,M,F,72000,47400,2023-02-21
13151,E,M,M,500000,11500,2022-05-07
13152,D,M,F,48000,68100,2021-05-26
13167,D,S,F,60000,51200,2020-12-04
13170,D,W,F,60000,42000,2022-01-10
13179,B,S,F,48000,11500,2021-10-10
13196,D,M,F,250000,42000,2023-02-05
13204,C,S,F,50000,52000,2020-05-28
13207,B,M,F,50000,41250,2021-04-14
13216,B,S,M,72000,42000,2020-05-08
13217,B,S,M,50000,76300,2022-08-20
13244,D,M,M,84000,41250,2020-10-03
13265,B,S,F,250000,68100,2020-08-25
13285,B,S,F,84000,75000,2020-03-12
13293,C,M,F,100000,75000,2020-01-08
13294,B,S,M,72000,41250,2020-04-01
13296,D,M,M,36000,50450,2020-10-10
13297,D,M,M,48000,41200,2022-10-17
13297,D,M,M,100000,41400,2020-09-21
13301,C,S,F,48000,81100,2021-06-18
13323,D,M,M,108000,75000,2021-12-30
13328,D,S,F,500000,80300,2020-07-05
13336,D,M,M,36000,76300,2022-12-16
13340,E,M,M,48000,51200,2023-03-06
13345,B,M,F,50000,47400,2023-04-11
13355,B,M,F,60000,52000,2020-07-28
13358,C,S,M,36000,76300,2023-06-14
13359,D,S,F,50000,80300,2023-03-19
13366,B,S,M,84000,47400,2021-06-24
13370,C,S,M,120000,11500,2023-04-14
13383,B,M,F,108000,75000,2021-09-28
13400,B,S,F,60000,76300,2020-02-27
13421,D,M,F,36000,81100,2020-05-03
13429,B,S,M,36000,10470,2022-07-16
13432,B,S,F,36000,76300,2022-01-30
13435,B,S,F,108000,52000,2021-01-01
13445,B,S,M,84000,68100,2020-03-14
13453,B,S,F,36000,80300,2020-08-05
13457,E,S,M,108000,80300,2023-06-06
13464,E,M,M,100000,80300,2022-10-05
13472,D,M,M,60000,80300,2021-07-30
13479,B,S,M,50000,75000,2022-05-30
13491,B,S,M,48000,50450,2020-08-06
13507,D,M,F,100000,10470,2022-10-22
13515,D,M,M,250000,42000,2021-03-15
13543,B,S,M,36000,81100,2022-09-30
13569,C,M,M,72000,41250,2020-09-25
13581,B,S,M,100000,41250,2020-06-12
13582,B,S,F,48000,81100,2020-12-02
13593,B,S,F,48000,41250,2021-09-01
13609,C,S,M,36000,41400,2020-01-26
13622,B,D,F,108000,68100,2020-10-02
13624,B,S,M,36000,11500,2020-05-15
13638,E,M,M,72000,11500,2020-03-08
13657,B,S,M,108000,81100,2020-06-27
13663,D,S,F,48000,75000,2020-02-08
13664,D,M,M,108000,52000,2020-11-30
13667,C,M,M,250000,76300,2022-03-23
13672,D,M,M,250000,11500,2020-11-14
13692,B,S,F,72000,10470,2023-03-20
13694,C,M,M,120000,51200,2022-08-01
13724,C,M,F,48000,41200,2021-03-02
13743,B,S,F,108000,10470,2021-07-12
13754,B,M,M,250000,41200,2022-01-25
13757,D,M,M,60000,52000,2022-10-26
13759,C,M,M,60000,10470,2020-11-08
13772,D,M,M,72000,41400,2022-10-02
13774,C,M,M,60000,41250,2020-05-07
13786,B,S,M,50000,42000,2020-02-22
13794,B,S,M,48000,76300,2022-10-16
13801,B,S,F,120000,50450,2020-03-16
13810,C,M,F,36000,50450,2021-11-27
13810,C,M,F,36000,75000,2022-11-16
13812,C,S,M,84000,76300,2022-01-28
13821,C,M,F,84000,76300,2022-09-04
13823,C,S,F,48000,41250,2022-04-12
13836,B,M,F,120000,41400,2023-05-28
13837,D,S,M,48000,68100,2022-07-19
13845,C,M,M,48000,80300,2020-04-01
13849,B,S,M,250000,41400,2022-09-23
13857,C,S,M,48000,81100,2022-11-29
13869,D,M,F,108000,52000,2021-03-22
13878,B,S,F,48000,42000,2022-09-17
13882,B,S,M,60000,51200,2023-01-24
13887,C,S,M,500000,41400,2020-09-19
13896,D,M,F,60000,68100,2023-02-01
13896,D,M,F,72000,41400,2022-11-29
13896,D,M,F,60000,47400,2023-04-01
13896,D,M,F,50000,76300,2021-10-31
13916,E,M,F,100000,81100,2020-10-17
13918,E,M,F,50000,68100,2021-04-18
13921,C,M,F,36000,81100,2022-07-28
13931,C,M,M,60000,10470,2021-04-19
13950,D,M,F,50000,11500,2020-03-05
13961,B,S,F,84000,50450,2021-11-03
13986,E,M,M,48000,41200,2021-05-05
13990,C,M,M,36000,76300,2021-12-09
13994,C,M,F,50000,75000,2021-04-04
13995,C,S,M,48000,41400,2020-03-18
13997,B,S,M,48000,52000,2021-03-18
14010,B,S,F,500000,42000,2020-06-22
14011,D,M,M,500000,80300,2022-10-10
14032,E,M,F,84000,10470,2020-12-09
14037,B,S,M,120000,50450,2023-02-03
14050,B,M,F,108000,41200,2023-03-15
14057,B,M,F,100000,51200,2023-04-02
14087,C,M,F,500000,81100,2020-06-10
14096,B,S,F,72000,41400,2021-07-28
14103,D,M,F,36000,76300,2021-12-24
14112,B,S,F,84000,42000,2021-06-25
14114,E,M,F,50000,41200,2020-05-27
14129,B,S,F,48000,52000,2022-10-02
14135,C,S,M,84000,76300,2020-11-26
14137,B,M,F,36000,68100,2020-10-14
14147,C,S,F,48000,47400,2020-09-21
14149,D,S,M,108000,76300,2022-06-06
14162,D,M,M,36000,75000,2022-09-05
14163,B,S,M,250000,75000,2022-06-07
14167,E,M,M,48000,76300,2020-12-31
14174,C,S,M,500000,11500,2023-02-17
14190,B,S,M,48000,42000,2020-07-20
14201,D,M,M,250000,51200,2020-01-08
14202,B,S,F,36000,42000,2021-10-03
14207,C,S,M,48000,41400,2023-02-02
14208,B,S,M,120000,41400,2020-03-22
14214,B,S,M,100000,52000,2022-05-25
14244,B,S,M,84000,41200,2023-01-29
14256,E,M,F,36000,75000,2022-09-15
14261,B,M,F,500000,50450,2020-01-20
14270,B,S,F,60000,68100,2023-01-19
14275,C,S,F,120000,41200,2022-11-19
14298,B,S,F,72000,41250,2022-10-23
14308,E,S,F,36000,76300,2020-04-20
14316,D,M,F,500000,41200,2021-05-14
14318,E,M,F,50000,41400,2022-11-07
14322,C,S,M,48000,52000,2020-08-24
14339,C,M,M,72000,52000,2021-08-06
14352,C,S,M,36000,42000,2023-02-10
14368,B,S,M,60000,10470,2023-02-19
14376,E,M,M,72000,41400,2023-03-19
14384,C,M,M,48000,50450,2021-06-19
14388,B,M,F,60000,80300,2022-08-02
14395,B,S,F,108000,80300,2020-04-02
14402,C,M,F,100000,47400,2021-09-17
14412,C,S,F,108000,50450,2020-12-14
14416,B,S,M,72000,41250,2020-11-24
14418,E,M,M,48000,41400,2020-08-16
14430,D,M,M,72000,80300,2021-04-14
14431,E,M,M,36000,41200,2021-04-30
14436,C,M,M,48000,41200,2022-07-01
14444,C,M,F,100000,75000,2023-06-27
14462,B,S,F,36000,68100,2020-02-25
14466,D,S,F,36000,10470,2023-04-16
14473,D,M,F,48000,68100,2023-04-16
14477,C,M,F,100000,42000,2022-11-30
14479,D,M,F,48000,68100,2022-11-14
14483,C,M,F,120000,51200,2020-05-17
14485,D,D,F,120000,80300,2023-03-05
14498,B,S,M,100000,52000,2023-05-15
14501,D,D,F,100000,76300,2020-03-22
14503,C,M,M,500000,47400,2022-11-03
14504,D,S,M,100000,47400,2020-08-18
14516,B,S,M,84000,51200,2022-09-09
14521,E,M,F,36000,68100,2020-03-19
14530,C,M,F,72000,42000,2021-06-07
14534,B,S,F,48000,81100,2021-03-13
14536,C,M,F,120000,41250,2022-07-31
14538,B,S,M,48000,10470,2020-09-21
14576,B,S,M,250000,10470,2020-11-01
14585,B,S,M,60000,80300,2022-06-14
14587,C,M,F,120000,41200,2022-10-25
14604,B,S,F,500000,42000,2021-11-27
14605,C,S,F,72000,80300,2020-05-13
14607,C,M,F,50000,81100,2023-01-25
14632,B,M,M,72000,41400,2020-05-24
14636,B,S,F,84000,50450,2023-02-26
14647,D,M,M,120000,42000,2021-06-24
14653,D,M,M,36000,10470,2023-01-29
14657,D,M,M,84000,41400,2020-10-25
14662,C,M,M,108000,41400,2023-05-06
14665,D,M,M,50000,76300,2021-08-05
14674,B,S,M,48000,41250,2023-05-21
14687,D,M,M,250000,80300,2020-05-24
14697,D,M,F,108000,11500,2021-05-06
14698,B,S,F,250000,11500,2022-02-08
14710,B,M,F,500000,41400,2022-05-14
14714,B,S,M,50000,51200,2022-06-02
14717,E,M,F,50000,80300,2023-02-05
14725,D,M,F,48000,80300,2022-06-07
14729,B,M,F,36000,76300,2021-04-30
14736,E,M,F,48000,76300,2022-05-13
14739,E,M,M,72000,47400,2023-05-31
14743,B,S,F,72000,75000,2023-03-14
14747,C,M,M,50000,81100,2020-04-15
14765,B,M,F,50000,41250,2021-12-09
14767,D,M,M,72000,41400,2022-09-24
14770,B,M,M,36000,81100,2021-06-09
14774,B,S,M,500000,76300,2021-12-16
14792,D,M,F,500000,41400,2022-05-24
14793,B,M,M,84000,47400,2021-09-15
14795,C,M,F,48000,47400,2022-11-13
14811,D,M,M,72000,10470,2020-03-29
14817,B,M,M,48000,10470,2022-03-13
14818,C,M,M,100000,75000,2021-07-08
14820,B,S,F,48000,41200,2022-06-02
14827,C,M,M,50000,42000,2021-01-17
14834,B,M,F,100000,52000,2020-09-01
14844,C,M,M,108000,68100,2021-08-09
14855,B,S,F,48000,68100,2021-09-13
14865,B,S,F,36000,52000,2023-05-24
14897,E,M,F,84000,80300,2023-05-24
14898,B,S,M,60000,75000,2020-04-21
14907,C,M,M,120000,47400,2021-06-23
14909,D,D,M,84000,41250,2022-02-01
14909,D,D,M,60000,10470,2020-08-09
14912,C,M,F,60000,11500,2020-10-22
14913,B,M,M,50000,52000,2021-12-21
14931,B,S,M,84000,50450,2021-01-03
14934,B,S,M,60000,11500,2022-08-28
14946,D,M,F,500000,51200,2020-08-08
14955,D,S,M,60000,11500,2021-01-08
14976,D,M,M,36000,75000,2022-10-17
14976,D,M,M,84000,51200,2022-11-04
14981,C,S,M,108000,41200,2022-09-28
14982,E,D,F,120000,75000,2023-02-10
15005,D,M,F,120000,11500,2022-06-23
15006,B,S,M,60000,41200,2022-10-03
15008,D,M,F,120000,50450,2022-04-11
15029,B,M,F,60000,51200,2020-04-29
15030,E,M,M,36000,47400,2020-06-13
15032,B,S,F,108000,10470,2020-09-09
15033,D,D,M,100000,10470,2021-05-08
15043,B,S,M,84000,41200,2020-08-31
15045,C,M,F,84000,47400,2023-04-15
15052,B,M,M,250000,80300,2021-08-04
15063,B,M,F,60000,76300,2021-11-22
15065,D,M,M,120000,81100,2020-03-16
15074,C,S,F,500000,80300,2022-11-12
15079,D,M,M,120000,80300,2021-07-24
15087,E,M,F,120000,75000,2020-04-13
15107,D,M,F,120000,75000,2021-04-23
15108,C,S,F,50000,80300,2022-07-17
15134,B,S,F,250000,50450,2020-11-25
15144,D,M,F,36000,68100,2022-01-17
15162,D,M,F,48000,76300,2021-02-22
15164,B,S,M,36000,81100,2021-11-18
15166,D,D,M,72000,41250,2021-06-27
15168,C,M,M,50000,80300,2020-03-12
15173,C,M,F,36000,75000,2022-04-14
15176,C,M,M,500000,41200,2020-02-04
15179,C,M,M,500000,75000,2022-08-25
15185,D,M,M,108000,42000,2021-02-21
15187,B,S,M,60000,75000,2021-07-28
15196,C,M,M,36000,42000,2022-05-28
15208,B,S,M,48000,41250,2021-03-19
15213,C,M,F,120000,41200,2021-09-07
15214,B,S,F,60000,41400,2022-11-13
15234,D,M,M,48000,11500,2021-10-19
15248,E,M,F,250000,68100,2020-09-03
15262,B,S,F,48000,41400,2021-09-20
15280,B,S,M,108000,41400,2023-04-12
15287,D,M,F,72000,80300,2022-06-28
15305,B,S,M,84000,41400,2020-05-06
15317,D,M,F,100000,41250,2022-11-24
15339,C,M,F,36000,51200,2021-11-14
15344,B,S,M,84000,52000,2022-12-13
15348,D,M,M,100000,51200,2021-05-22
15353,B,S,F,120000,76300,2022-10-13
15355,E,M,F,250000,50450,2023-03-24
15362,C,M,F,84000,68100,2021-12-31
15365,D,S,M,48000,80300,2021-05-03
15369,E,M,M,48000,81100,2020-08-12
15390,B,S,M,60000,80300,2021-05-17
15393,B,S,M,36000,41250,2022-03-29
15393,B,S,M,250000,41400,2023-02-05
15397,B,S,M,72000,47400,2020-01-22
15404,B,S,M,48000,10470,2023-01-25
15418,B,M,M,60000,51200,2021-04-22
15423,B,S,F,60000,11500,2022-05-07
15438,B,S,M,108000,52000,2022-03-21
15454,B,S,M,60000,80300,2021-11-27
15456,D,M,M,50000,41400,2021-11-13
15477,B,M,F,120000,41200,2022-05-18
15479,B,S,F,60000,41200,2020-11-06
15489,B,S,F,100000,51200,2021-06-16
15492,B,M,M,250000,41400,2020-01-25
15495,B,S,M,72000,75000,2022-10-28
15497,D,M,F,120000,11500,2021-01-11
15507,B,M,F,72000,52000,2023-03-13
15519,B,S,F,84000,47400,2021-01-30
15522,B,S,F,36000,76300,2022-01-10
15522,B,S,F,36000,42000,2023-03-06
15561,B,S,M,84000,52000,2020-02-20
15569,C,M,F,108000,47400,2022-08-31
15570,B,S,M,84000,52000,2021-04-13
15578,C,S,M,500000,81100,2022-06-12
15579,D,M,F,48000,11500,2023-06-07
15584,B,S,F,60000,41250,2021-11-07
15585,B,M,F,120000,68100,2023-05-07
15590,B,S,F,84000,41400,2021-06-14
15595,D,M,F,84000,11500,2022-09-06
15605,B,S,F,50000,41200,2020-11-15
15609,D,S,M,84000,81100,2022-05-01
15612,E,M,F,250000,41200,2022-07-23
15623,C,M,M,108000,76300,2022-05-24
15625,C,S,F,108000,80300,2021-10-20
15627,E,M,F,84000,52000,2022-06-23
15636,B,S,F,100000,76300,2021-09-23
15637,C,M,M,108000,81100,2020-08-17
15638,D,M,M,48000,11500,2021-01-30
15643,D,M,M,50000,81100,2020-01-04
15649,C,M,F,36000,11500,2021-06-19
15651,D,M,F,250000,42000,2021-12-03
15660,B,S,M,250000,81100,2020-01-30
15662,B,S,F,500000,75000,2020-02-15
15667,D,S,M,50000,41200,2020-10-11
15671,C,M,M,48000,10470,2020-06-26
15674,B,S,F,108000,10470,2020-01-02
15684,D,M,M,36000,81100,2022-05-10
15693,E,M,F,36000,42000,2020-11-18
15695,B,S,M,120000,68100,2023-06-17
15700,B,M,M,500000,50450,2021-06-13
15716,B,S,M,48000,51200,2022-04-27
15730,D,D,F,72000,68100,2020-10-24
15741,D,S,M,108000,47400,2023-02-23
15742,C,M,M,108000,41400,2021-10-16
15744,C,M,M,36000,76300,2021-03-22
15747,B,M,M,48000,11500,2023-06-12
15750,C,M,F,48000,41400,2021-04-09
15759,B,M,M,48000,11500,2022-07-05
15773,A,S,M,0,47400,2022-01-01
15776,C,S,M,50000,80300,2022-11-13
15778,D,M,F,60000,47400,2022-08-08
15779,E,M,M,72000,41200,2021-03-02
15790,B,S,M,84000,47400,2020-05-18
15790,B,S,M,48000,41200,2020-05-06
15790,B,S,M,48000,80300,2021-02-14
15793,C,S,F,72000,68100,2023-05-26
15807,C,M,M,100000,50450,2020-08-04
15814,B,S,M,60000,42000,2023-06-05
15816,B,S,M,60000,75000,2022-03-31
15825,B,S,M,60000,75000,2021-07-28
15827,B,S,F,60000,80300,2021-02-23
15830,B,S,M,48000,41400,2020-09-13
15835,B,S,F,36000,41400,2020-03-08
