CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE,
9983,C,M,F,500000,42000,21/9/2022,
9988,C,M,M,36000,41200,17/2/2023,
10024,B,S,M,48000,11500,26/1/2021,
10028,B,S,F,250000,41400,11/2/2020,
10043,B,S,M,48000,81100,20/4/2023,
10051,D,S,M,84000,41250,29/6/2022,
10074,C,S,F,48000,76300,13/2/2023,
10083,D,S,F,36000,52000,9/1/2020,
10095,B,S,M,72000,76300,17/6/2020,
10098,C,M,M,36000,75000,17/5/2023,
10115,D,M,F,48000,11500,8/4/2021,
10120,C,M,M,108000,76300,28/2/2020,
10124,D,M,M,48000,42000,7/9/2022,
10132,D,M,F,48000,52000,26/9/2021,
10144,D,M,M,500000,80300,17/8/2022,
10158,B,S,F,500000,52000,8/7/2020,
10160,C,M,F,100000,41400,13/2/2020,
10160,C,M,F,500000,50450,11/5/2022,
10162,B,S,M,108000,51200,15/3/2020,
10167,B,S,M,84000,75000,21/8/2021,
10172,D,M,F,108000,50450,23/10/2021,
10173,B,M,M,36000,80300,11/12/2021,
10186,B,S,F,48000,41250,2/5/2023,
10192,B,S,M,500000,52000,9/12/2021,
10195,B,S,F,48000,42000,3/8/2022,
10198,B,S,M,60000,68100,7/1/2020,
10201,C,M,M,84000,41200,18/2/2023,
10215,B,S,M,36000,52000,25/4/2021,
10221,B,S,M,60000,50450,8/3/2020,
10223,B,S,F,48000,41250,10/3/2021,
10236,C,S,M,72000,75000,30/8/2020,
10240,C,M,F,250000,41200,1/10/2022,
10247,C,S,M,100000,47400,4/9/2022,
10260,D,M,M,36000,81100,6/1/2021,
10266,C,S,M,120000,11500,20/2/2020,
10267,D,M,F,60000,41400,7/9/2020,
10271,B,S,M,48000,75000,9/3/2020,
10298,E,M,F,120000,52000,3/8/2020,
10314,B,S,M,60000,47400,11/9/2020,
10315,B,S,M,48000,47400,18/4/2020,
10316,B,S,M,60000,41250,23/7/2022,
10318,C,M,F,60000,75000,15/6/2022,
10339,C,M,F,100000,41250,6/8/2020,
10353,E,M,M,100000,47400,5/7/2021,
10357,E,S,M,48000,50450,28/4/2022,
10366,C,M,M,60000,50450,24/12/2021,
10390,B,S,F,250000,80300,21/9/2021,
10410,C,M,M,120000,11500,6/5/2023,
10435,B,S,F,108000,51200,17/7/2020,
10439,D,S,F,48000,41200,14/1/2022,
10463,B,S,M,72000,41250,30/9/2020,
10467,B,S,F,48000,10470,25/6/2021,
10478,B,S,M,36000,52000,18/4/2022,
10485,D,M,F,36000,52000,4/4/2020,
10486,B,S,F,60000,11500,27/11/2021,
10487,D,S,M,500000,42000,7/12/2020,
10497,E,S,F,60000,52000,29/3/2023,
10500,C,S,F,72000,68100,9/1/2020,
10501,C,M,M,60000,52000,10/9/2021,
10510,D,S,F,100000,11500,15/7/2022,
10514,C,M,M,48000,41400,4/6/2022,
10517,E,M,F,36000,52000,4/3/2020,
10519,E,M,F,48000,52000,2/10/2021,
10524,B,S,M,250000,41250,20/6/2021,
10525,C,M,F,60000,41200,19/4/2020,
10563,B,S,M,36000,68100,2/2/2022,
10565,B,M,F,48000,41400,24/4/2020,
10568,B,S,F,60000,68100,27/3/2023,
10580,B,S,F,500000,68100,16/11/2020,
10582,E,S,F,48000,41200,8/10/2022,
10586,B,S,M,100000,81100,17/7/2021,
10588,E,M,F,36000,41400,26/11/2020,
10589,D,M,F,60000,41250,20/10/2022,
10595,B,S,M,60000,68100,19/12/2022,
10600,C,M,F,72000,41200,9/5/2023,
10613,C,S,F,48000,11500,9/6/2020,
10637,D,M,F,100000,41200,6/2/2020,
10682,E,M,M,50000,76300,17/5/2023,
10684,B,S,M,500000,76300,28/7/2021,
10688,B,S,M,250000,11500,4/6/2021,
10696,B,M,F,72000,42000,29/6/2020,
10705,C,D,F,108000,41200,31/12/2021,
10715,C,M,M,120000,10470,26/2/2022,
10719,C,S,F,120000,81100,31/12/2021,
10742,C,M,F,60000,41200,19/8/2021,
10743,D,M,M,48000,10470,16/10/2022,
10765,B,S,M,48000,52000,1/5/2020,
10778,B,M,M,48000,42000,30/1/2020,
10790,B,M,M,84000,10470,26/1/2022,
10791,D,D,F,36000,80300,10/10/2020,
10797,C,M,F,60000,41200,17/2/2022,
10803,D,M,M,50000,81100,20/5/2023,
10805,E,M,M,72000,47400,14/11/2022,
10830,C,M,M,50000,47400,4/8/2021,
10835,D,S,M,48000,42000,9/1/2022,
10838,C,S,M,60000,76300,8/12/2021,
10843,E,M,M,48000,11500,4/8/2022,
10844,B,S,M,50000,52000,2/12/2020,
10866,B,S,F,250000,41200,2/10/2021,
10870,B,S,M,50000,41200,23/3/2020,
10883,C,S,M,60000,50450,6/1/2021,
10885,B,S,M,48000,41400,22/1/2022,
10898,B,S,M,48000,47400,7/8/2022,
10899,B,S,M,72000,75000,28/3/2021,
10905,C,M,F,108000,50450,21/9/2020,
10913,B,S,M,120000,68100,24/11/2020,
10916,C,S,M,72000,10470,20/10/2020,
10917,C,M,M,250000,42000,16/10/2020,
10919,C,S,M,48000,76300,27/5/2021,
10925,D,M,F,100000,41200,5/12/2020,
10938,B,M,M,250000,81100,24/3/2020,
10953,C,S,F,50000,80300,16/6/2023,
10954,E,M,M,48000,50450,18/2/2021,
10956,B,M,F,500000,11500,7/5/2021,
10967,D,M,M,100000,80300,30/11/2021,
10977,C,S,F,50000,41200,26/5/2021,
10978,C,M,F,48000,11500,13/12/2021,
10989,E,M,M,100000,76300,8/10/2021,
10997,D,S,F,36000,41200,20/1/2023,
11000,B,S,M,500000,42000,26/12/2021,
11025,D,M,M,48000,47400,3/1/2023,
11033,B,S,M,60000,11500,29/11/2020,
11040,C,M,F,250000,51200,14/2/2023,
11042,B,M,F,36000,47400,25/1/2022,
11050,D,M,F,50000,76300,14/11/2020,
11059,C,W,F,48000,75000,8/3/2021,
11059,C,W,F,72000,52000,20/1/2022,
11082,B,S,F,72000,41200,26/10/2020,
11088,D,M,M,500000,68100,2/4/2020,
11097,E,M,F,36000,52000,3/11/2020,
11106,B,M,M,84000,80300,16/10/2020,
11112,B,S,F,36000,81100,2/8/2021,
11122,D,M,F,250000,42000,15/5/2022,
11142,C,S,M,500000,75000,18/2/2020,
11149,C,M,F,50000,76300,15/6/2020,
11161,C,S,F,250000,81100,22/5/2020,
11172,C,M,M,250000,51200,20/2/2022,
11185,B,S,M,84000,68100,5/1/2022,
11186,B,S,F,500000,50450,7/6/2023,
11190,D,M,F,60000,11500,22/10/2022,
11195,D,M,F,60000,52000,7/4/2021,
11210,B,S,F,50000,68100,2/4/2022,
11213,B,S,F,120000,75000,17/3/2023,
11236,E,M,F,60000,76300,29/5/2023,
11244,B,S,M,500000,51200,18/11/2022,
11290,D,M,F,48000,50450,2/5/2023,
11297,C,M,M,48000,41200,28/4/2023,
11302,D,M,M,120000,75000,19/10/2022,
11303,E,M,M,36000,76300,13/11/2020,
11306,B,S,M,48000,41200,30/3/2023,
11313,E,M,M,48000,50450,23/5/2020,
11331,E,M,M,48000,80300,17/4/2022,
11333,B,S,M,250000,10470,26/12/2020,
11337,B,S,M,500000,52000,9/8/2022,
11343,D,M,F,36000,41400,8/11/2020,
11353,D,M,M,48000,80300,30/3/2023,
11378,B,S,M,48000,75000,10/5/2022,
11379,C,S,M,48000,51200,9/3/2023,
11382,B,D,F,36000,10470,22/9/2022,
11385,C,S,F,60000,47400,8/12/2020,
11394,B,S,F,72000,80300,13/6/2023,
11397,B,M,F,50000,42000,21/7/2020,
11414,C,M,F,48000,76300,24/7/2022,
11421,C,M,F,250000,47400,27/4/2022,
11443,C,M,F,84000,52000,13/5/2020,
11465,D,M,F,250000,80300,16/6/2021,
11482,C,S,F,250000,41400,18/3/2023,
11483,C,S,M,36000,80300,12/8/2021,
11485,B,S,F,60000,41400,2/2/2021,
11486,B,S,M,108000,80300,2/11/2021,
11493,D,S,M,50000,50450,15/2/2023,
11506,B,S,M,48000,81100,4/8/2021,
11516,C,S,M,48000,80300,27/3/2022,
11520,B,S,M,250000,41200,2/12/2022,
11529,D,M,F,250000,11500,26/4/2022,
11532,E,M,F,48000,47400,12/9/2020,
11534,D,M,M,100000,68100,22/3/2021,
11545,E,M,F,50000,11500,22/1/2023,
11550,D,M,F,50000,51200,26/9/2020,
11601,B,S,M,60000,11500,1/7/2022,
11639,C,M,M,60000,80300,25/8/2021,
11643,B,S,M,48000,51200,10/5/2023,
11649,B,S,M,250000,81100,3/7/2020,
11656,B,S,M,36000,10470,15/10/2021,
11679,C,M,F,250000,41250,25/6/2020,
11682,C,M,F,60000,50450,6/11/2021,
11689,B,S,M,48000,41200,9/4/2022,
11693,D,S,M,108000,41250,12/12/2021,
11706,C,M,F,48000,10470,23/10/2020,
11707,B,S,F,48000,41400,5/1/2023,
11708,D,M,M,48000,76300,2/8/2021,
11713,B,M,F,36000,41250,14/7/2021,
11715,B,S,M,72000,80300,9/9/2021,
11725,B,S,M,60000,75000,19/10/2020,
11741,B,M,F,48000,41200,22/1/2022,
11747,C,S,M,48000,51200,8/6/2020,
11751,B,S,M,60000,80300,2/6/2020,
11766,D,M,F,250000,41400,5/12/2022,
11777,E,M,F,48000,41400,1/3/2023,
11783,B,M,F,50000,41250,17/1/2022,
11793,B,S,M,100000,75000,5/4/2023,
11794,C,M,F,108000,41400,8/7/2020,
11801,B,S,M,84000,76300,20/8/2020,
11802,B,S,M,36000,47400,18/9/2021,
11802,B,S,M,250000,81100,19/4/2023,
11807,B,S,F,60000,41400,6/6/2022,
11810,D,M,M,500000,41250,19/5/2021,
11822,C,S,F,72000,81100,2/9/2020,
11829,C,M,M,100000,68100,11/1/2020,
11841,D,S,F,48000,11500,12/11/2022,
11844,C,M,M,72000,11500,7/2/2020,
11857,B,M,F,60000,47400,21/6/2020,
11863,E,M,M,48000,51200,10/12/2020,
11867,B,M,M,48000,11500,31/7/2021,
11877,C,M,F,36000,52000,26/5/2021,
11880,B,S,M,48000,41200,18/12/2021,
11898,B,M,F,48000,50450,25/10/2021,
11906,C,M,F,36000,80300,30/11/2021,
11937,B,S,M,50000,10470,27/2/2021,
11942,E,M,F,250000,10470,14/1/2020,
11943,E,S,F,60000,10470,12/9/2021,
11950,B,M,F,120000,11500,5/1/2022,
11956,D,S,M,60000,41250,1/9/2021,
11956,D,S,M,500000,80300,15/4/2020,
11969,E,M,F,120000,51200,25/9/2020,
11990,C,S,F,36000,52000,29/10/2022,
12004,E,M,F,108000,10470,28/11/2020,
12013,C,S,M,250000,50450,21/9/2022,
12039,B,S,M,60000,52000,6/8/2020,
12048,C,M,M,36000,75000,28/9/2020,
12066,D,M,F,60000,10470,7/4/2021,
12066,D,M,F,120000,42000,26/11/2022,
12082,B,S,M,72000,81100,1/3/2021,
12100,E,S,F,48000,47400,25/1/2023,
12105,C,S,M,250000,41200,26/3/2022,
12110,B,S,M,48000,75000,21/5/2020,
12115,B,S,F,100000,81100,2/6/2020,
12116,B,S,M,48000,11500,5/10/2020,
12124,C,M,M,500000,52000,7/9/2021,
12125,B,S,M,72000,81100,1/11/2022,
12130,B,M,F,100000,75000,1/1/2021,
12154,D,M,M,36000,50450,14/2/2021,
12156,B,S,M,36000,51200,24/12/2020,
12207,D,M,M,100000,41200,16/5/2023,
12220,E,M,M,108000,68100,22/12/2020,
12225,B,S,M,84000,76300,20/4/2023,
12226,C,D,M,60000,41200,9/12/2022,
12229,E,S,F,48000,80300,1/2/2021,
12234,D,M,F,48000,76300,19/11/2021,
12234,D,M,F,60000,76300,2/6/2020,
12236,B,S,F,60000,81100,28/9/2021,
12254,C,M,F,60000,81100,12/2/2023,
12286,C,M,M,48000,41400,1/4/2023,
12294,B,S,M,250000,68100,23/12/2022,
12295,D,M,M,48000,50450,11/1/2020,
12298,B,S,M,72000,11500,30/1/2022,
12303,C,M,F,50000,75000,29/1/2021,
12304,C,S,F,100000,80300,1/3/2021,
12327,D,M,F,60000,76300,26/1/2023,
12339,C,M,M,108000,68100,25/11/2022,
12347,E,M,M,48000,42000,27/5/2021,
12356,B,M,M,84000,41200,4/3/2023,
12360,D,M,F,48000,81100,30/1/2020,
12369,B,M,M,48000,51200,29/10/2020,
12386,B,S,F,36000,75000,7/7/2021,
12390,B,S,F,72000,52000,8/6/2021,
12397,D,D,F,48000,11500,12/4/2023,
12398,B,S,F,120000,50450,18/11/2022,
12413,B,M,F,48000,41400,2/12/2020,
12442,D,M,M,84000,80300,7/6/2023,
12476,B,S,M,48000,76300,12/10/2021,
12489,D,M,M,108000,42000,19/1/2021,
12498,C,S,M,120000,41400,3/1/2020,
12513,B,M,F,50000,10470,14/5/2020,
12516,C,S,M,108000,51200,16/7/2022,
12520,B,S,F,72000,52000,22/5/2023,
12523,C,S,F,36000,41400,9/2/2022,
12526,D,M,F,84000,42000,26/7/2022,
12542,E,M,F,60000,41250,6/6/2022,
12544,C,M,M,50000,51200,9/5/2023,
12566,E,M,F,48000,42000,1/5/2021,
12569,D,M,F,120000,10470,2/10/2022,
12578,B,S,F,120000,52000,30/3/2023,
12582,D,M,F,120000,41400,23/1/2021,
12608,B,S,M,108000,41200,23/2/2020,
12609,C,M,M,48000,11500,13/3/2020,
12619,C,M,F,72000,75000,25/1/2020,
12622,B,S,F,36000,80300,19/8/2020,
12624,D,M,F,48000,10470,17/6/2021,
12637,C,S,M,36000,80300,21/6/2020,
12654,B,S,M,120000,52000,1/3/2022,
12659,C,M,M,500000,11500,4/7/2022,
12668,C,M,M,120000,47400,18/2/2023,
12670,B,S,M,36000,50450,20/5/2020,
12690,B,S,F,50000,42000,26/2/2020,
12695,C,M,F,36000,41400,19/4/2023,
12696,B,M,F,100000,68100,12/6/2023,
12702,E,M,M,72000,41400,24/11/2022,
12702,E,M,M,48000,11500,3/10/2020,
12703,C,M,F,50000,68100,29/11/2022,
12704,C,S,M,72000,52000,18/6/2021,
12718,B,S,F,48000,11500,26/8/2020,
12719,E,M,F,48000,41250,4/7/2021,
12724,C,S,F,48000,41250,19/12/2021,
12731,B,S,F,48000,41250,23/6/2020,
12733,C,D,F,72000,41200,25/6/2021,
12734,E,M,M,500000,75000,1/12/2020,
12751,B,M,F,48000,10470,26/3/2020,
12752,C,M,F,72000,10470,4/12/2022,
12755,C,M,F,250000,51200,11/12/2020,
12772,D,M,F,48000,80300,30/4/2023,
12781,B,M,F,84000,11500,4/2/2023,
12787,C,S,M,250000,47400,10/5/2021,
12805,C,S,M,50000,47400,18/10/2021,
12810,C,M,F,84000,75000,17/6/2021,
12837,C,M,M,48000,76300,15/11/2022,
12840,C,M,F,36000,42000,20/4/2023,
12848,D,M,F,48000,81100,21/2/2022,
12853,B,S,M,84000,41400,2/1/2021,
12873,B,S,F,84000,41200,15/4/2021,
12879,D,M,M,36000,75000,1/2/2020,
12887,D,S,F,48000,41200,2/8/2021,
12890,B,M,M,48000,50450,5/4/2021,
12892,B,S,M,72000,80300,19/1/2020,
12893,C,M,F,36000,11500,22/10/2022,
12901,C,S,F,108000,41250,11/7/2020,
12913,B,S,M,72000,41200,7/1/2023,
12943,B,S,M,36000,42000,27/4/2022,
12945,B,M,F,60000,51200,4/4/2021,
12967,D,D,F,84000,75000,10/2/2022,
12979,C,M,M,48000,76300,24/8/2022,
12981,B,M,F,36000,52000,2/2/2023,
12983,B,M,F,60000,42000,8/4/2022,
12989,B,S,M,108000,42000,7/1/2020,
12993,B,S,M,84000,52000,12/11/2020,
12997,B,S,F,250000,11500,30/4/2021,
13023,B,M,M,72000,51200,20/8/2021,
13036,C,M,F,48000,68100,20/2/2021,
13055,D,M,F,120000,75000,22/5/2020,
13064,B,S,M,250000,41400,25/2/2023,
13088,E,M,F,48000,10470,6/3/2022,
13094,B,S,F,36000,42000,18/6/2020,
13122,B,S,M,100000,41250,26/10/2022,
13123,B,S,F,108000,76300,11/6/2023,
13132,C,M,M,500000,51200,10/2/2023,
13146,B,M,F,72000,47400,21/2/2023,
13151,E,M,M,500000,11500,7/5/2022,
13152,D,M,F,48000,68100,26/5/2021,
13167,D,S,F,60000,51200,4/12/2020,
13170,D,W,F,60000,42000,10/1/2022,
13179,B,S,F,48000,11500,10/10/2021,
13196,D,M,F,250000,42000,5/2/2023,
13204,C,S,F,50000,52000,28/5/2020,
13207,B,M,F,50000,41250,14/4/2021,
13216,B,S,M,72000,42000,8/5/2020,
13217,B,S,M,50000,76300,20/8/2022,
13244,D,M,M,84000,41250,3/10/2020,
13265,B,S,F,250000,68100,25/8/2020,
13285,B,S,F,84000,75000,12/3/2020,
13293,C,M,F,100000,75000,8/1/2020,
13294,B,S,M,72000,41250,1/4/2020,
13296,D,M,M,36000,50450,10/10/2020,
13297,D,M,M,48000,41200,17/10/2022,
13297,D,M,M,100000,41400,21/9/2020,
13301,C,S,F,48000,81100,18/6/2021,
13323,D,M,M,108000,75000,30/12/2021,
13328,D,S,F,500000,80300,5/7/2020,
13336,D,M,M,36000,76300,16/12/2022,
13340,E,M,M,48000,51200,6/3/2023,
13345,B,M,F,50000,47400,11/4/2023,
13355,B,M,F,60000,52000,28/7/2020,
13358,C,S,M,36000,76300,14/6/2023,
13359,D,S,F,50000,80300,19/3/2023,
13366,B,S,M,84000,47400,24/6/2021,
13370,C,S,M,120000,11500,14/4/2023,
13383,B,M,F,108000,75000,28/9/2021,
13400,B,S,F,60000,76300,27/2/2020,
13421,D,M,F,36000,81100,3/5/2020,
13429,B,S,M,36000,10470,16/7/2022,
13432,B,S,F,36000,76300,30/1/2022,
13435,B,S,F,108000,52000,1/1/2021,
13445,B,S,M,84000,68100,14/3/2020,
13453,B,S,F,36000,80300,5/8/2020,
13457,E,S,M,108000,80300,6/6/2023,
13464,E,M,M,100000,80300,5/10/2022,
13472,D,M,M,60000,80300,30/7/2021,
13479,B,S,M,50000,75000,30/5/2022,
13491,B,S,M,48000,50450,6/8/2020,
13507,D,M,F,100000,10470,22/10/2022,
13515,D,M,M,250000,42000,15/3/2021,
13543,B,S,M,36000,81100,30/9/2022,
13569,C,M,M,72000,41250,25/9/2020,
13581,B,S,M,100000,41250,12/6/2020,
13582,B,S,F,48000,81100,2/12/2020,
13593,B,S,F,48000,41250,1/9/2021,
13609,C,S,M,36000,41400,26/1/2020,
13622,B,D,F,108000,68100,2/10/2020,
13624,B,S,M,36000,11500,15/5/2020,
13638,E,M,M,72000,11500,8/3/2020,
13657,B,S,M,108000,81100,27/6/2020,
13663,D,S,F,48000,75000,8/2/2020,
13664,D,M,M,108000,52000,30/11/2020,
13667,C,M,M,250000,76300,23/3/2022,
13672,D,M,M,250000,11500,14/11/2020,
13692,B,S,F,72000,10470,20/3/2023,
13694,C,M,M,120000,51200,1/8/2022,
13724,C,M,F,48000,41200,2/3/2021,
13743,B,S,F,108000,10470,12/7/2021,
13754,B,M,M,250000,41200,25/1/2022,
13757,D,M,M,60000,52000,26/10/2022,
13759,C,M,M,60000,10470,8/11/2020,
13772,D,M,M,72000,41400,2/10/2022,
13774,C,M,M,60000,41250,7/5/2020,
13786,B,S,M,50000,42000,22/2/2020,
13794,B,S,M,48000,76300,16/10/2022,
13801,B,S,F,120000,50450,16/3/2020,
13810,C,M,F,36000,50450,27/11/2021,
13810,C,M,F,36000,75000,16/11/2022,
13812,C,S,M,84000,76300,28/1/2022,
13821,C,M,F,84000,76300,4/9/2022,
13823,C,S,F,48000,41250,12/4/2022,
13836,B,M,F,120000,41400,28/5/2023,
13837,D,S,M,48000,68100,19/7/2022,
13845,C,M,M,48000,80300,1/4/2020,
13849,B,S,M,250000,41400,23/9/2022,
13857,C,S,M,48000,81100,29/11/2022,
13869,D,M,F,108000,52000,22/3/2021,
13878,B,S,F,48000,42000,17/9/2022,
13882,B,S,M,60000,51200,24/1/2023,
13887,C,S,M,500000,41400,19/9/2020,
13896,D,M,F,60000,68100,1/2/2023,
13896,D,M,F,72000,41400,29/11/2022,
13896,D,M,F,60000,47400,1/4/2023,
13896,D,M,F,50000,76300,31/10/2021,
13916,E,M,F,100000,81100,17/10/2020,
13918,E,M,F,50000,68100,18/4/2021,
13921,C,M,F,36000,81100,28/7/2022,
13931,C,M,M,60000,10470,19/4/2021,
13950,D,M,F,50000,11500,5/3/2020,
13961,B,S,F,84000,50450,3/11/2021,
13986,E,M,M,48000,41200,5/5/2021,
13990,C,M,M,36000,76300,9/12/2021,
13994,C,M,F,50000,75000,4/4/2021,
13995,C,S,M,48000,41400,18/3/2020,
13997,B,S,M,48000,52000,18/3/2021,
14010,B,S,F,500000,42000,22/6/2020,
14011,D,M,M,500000,80300,10/10/2022,
14032,E,M,F,84000,10470,9/12/2020,
14037,B,S,M,120000,50450,3/2/2023,
14050,B,M,F,108000,41200,15/3/2023,
14057,B,M,F,100000,51200,2/4/2023,
14087,C,M,F,500000,81100,10/6/2020,
14096,B,S,F,72000,41400,28/7/2021,
14103,D,M,F,36000,76300,24/12/2021,
14112,B,S,F,84000,42000,25/6/2021,
14114,E,M,F,50000,41200,27/5/2020,
14129,B,S,F,48000,52000,2/10/2022,
14135,C,S,M,84000,76300,26/11/2020,
14137,B,M,F,36000,68100,14/10/2020,
14147,C,S,F,48000,47400,21/9/2020,
14149,D,S,M,108000,76300,6/6/2022,
14162,D,M,M,36000,75000,5/9/2022,
14163,B,S,M,250000,75000,7/6/2022,
14167,E,M,M,48000,76300,31/12/2020,
14174,C,S,M,500000,11500,17/2/2023,
14190,B,S,M,48000,42000,20/7/2020,
14201,D,M,M,250000,51200,8/1/2020,
14202,B,S,F,36000,42000,3/10/2021,
14207,C,S,M,48000,41400,2/2/2023,
14208,B,S,M,120000,41400,22/3/2020,
14214,B,S,M,100000,52000,25/5/2022,
14244,B,S,M,84000,41200,29/1/2023,
14256,E,M,F,36000,75000,15/9/2022,
14261,B,M,F,500000,50450,20/1/2020,
14270,B,S,F,60000,68100,19/1/2023,
14275,C,S,F,120000,41200,19/11/2022,
14298,B,S,F,72000,41250,23/10/2022,
14308,E,,F,36000,76300,20/4/2020,
14316,D,M,F,500000,41200,14/5/2021,
14318,E,M,F,50000,41400,7/11/2022,
14322,C,S,M,48000,52000,24/8/2020,
14339,C,M,M,72000,52000,6/8/2021,
14352,C,S,M,36000,42000,10/2/2023,
14368,B,S,M,60000,10470,19/2/2023,
14376,E,M,M,72000,41400,19/3/2023,
14384,C,M,M,48000,50450,19/6/2021,
14388,B,M,F,60000,80300,2/8/2022,
14395,B,S,F,108000,80300,2/4/2020,
14402,C,M,F,100000,47400,17/9/2021,
14412,C,S,F,108000,50450,14/12/2020,
14416,B,S,M,72000,41250,24/11/2020,
14418,E,M,M,48000,41400,16/8/2020,
14430,D,M,M,72000,80300,14/4/2021,
14431,E,M,M,36000,41200,30/4/2021,
14436,C,M,M,48000,41200,1/7/2022,
14444,C,M,F,100000,75000,27/6/2023,
14462,B,S,F,36000,68100,25/2/2020,
14466,D,S,F,36000,10470,16/4/2023,
14473,D,M,F,48000,68100,16/4/2023,
14477,C,M,F,100000,42000,30/11/2022,
14479,D,M,F,48000,68100,14/11/2022,
14483,C,M,F,120000,51200,17/5/2020,
14485,D,D,F,120000,80300,5/3/2023,
14498,B,S,M,100000,52000,15/5/2023,
14501,D,D,F,100000,76300,22/3/2020,
14503,C,M,M,500000,47400,3/11/2022,
14504,D,S,M,100000,47400,18/8/2020,
14516,B,S,M,84000,51200,9/9/2022,
14521,E,M,F,36000,68100,19/3/2020,
14530,C,M,F,72000,42000,7/6/2021,
14534,B,S,F,48000,81100,13/3/2021,
14536,C,M,F,120000,41250,31/7/2022,
14538,B,S,M,48000,10470,21/9/2020,
14576,B,S,M,250000,10470,1/11/2020,
14585,B,S,M,60000,80300,14/6/2022,
14587,C,M,F,120000,41200,25/10/2022,
14604,B,S,F,500000,42000,27/11/2021,
14605,C,S,F,72000,80300,13/5/2020,
14607,C,M,F,50000,81100,25/1/2023,
14632,B,M,M,72000,41400,24/5/2020,
14636,B,S,F,84000,50450,26/2/2023,
14647,D,M,M,120000,42000,24/6/2021,
14653,D,M,M,36000,10470,29/1/2023,
14657,D,M,M,84000,41400,25/10/2020,
14662,C,M,M,108000,41400,6/5/2023,
14665,D,M,M,50000,76300,5/8/2021,
14674,B,S,M,48000,41250,21/5/2023,
14687,D,M,M,250000,80300,24/5/2020,
14697,D,M,F,108000,11500,6/5/2021,
14698,B,S,F,250000,11500,8/2/2022,
14710,B,M,F,500000,41400,14/5/2022,
14714,B,S,M,50000,51200,2/6/2022,
14717,E,M,F,50000,80300,5/2/2023,
14725,D,M,F,48000,80300,7/6/2022,
14729,B,M,F,36000,76300,30/4/2021,
14736,E,M,F,48000,76300,13/5/2022,
14739,E,M,M,72000,47400,31/5/2023,
14743,B,S,F,72000,75000,14/3/2023,
14747,C,M,M,50000,81100,15/4/2020,
14765,B,M,F,50000,41250,9/12/2021,
14767,D,M,M,72000,41400,24/9/2022,
14770,B,M,M,36000,81100,9/6/2021,
14774,B,S,M,500000,76300,16/12/2021,
14792,D,M,F,500000,41400,24/5/2022,
14793,B,M,M,84000,47400,15/9/2021,
14795,C,M,F,48000,47400,13/11/2022,
14811,D,M,M,72000,10470,29/3/2020,
14817,B,M,M,48000,10470,13/3/2022,
14818,C,M,M,100000,75000,8/7/2021,
14820,B,S,F,48000,41200,2/6/2022,
14827,C,M,M,50000,42000,17/1/2021,
14834,B,M,F,100000,52000,1/9/2020,
14844,C,M,M,108000,68100,9/8/2021,
14855,B,S,F,48000,68100,13/9/2021,
14865,B,S,F,36000,52000,24/5/2023,
14897,E,M,F,84000,80300,24/5/2023,
14898,B,S,M,60000,75000,21/4/2020,
14907,C,M,M,120000,47400,23/6/2021,
14909,D,D,M,84000,41250,1/2/2022,
14909,D,D,M,60000,10470,9/8/2020,
14912,C,M,F,60000,11500,22/10/2020,
14913,B,M,M,50000,52000,21/12/2021,
14931,B,S,M,84000,50450,3/1/2021,
14934,B,S,M,60000,11500,28/8/2022,
14946,D,M,F,500000,51200,8/8/2020,
14955,D,S,M,60000,11500,8/1/2021,
14976,D,M,M,36000,75000,17/10/2022,
14976,D,M,M,84000,51200,4/11/2022,
14981,C,S,M,108000,41200,28/9/2022,
14982,E,D,F,120000,75000,10/2/2023,
15005,D,M,F,120000,11500,23/6/2022,
15006,B,S,M,60000,41200,3/10/2022,
15008,D,M,F,120000,50450,11/4/2022,
15029,B,M,F,60000,51200,29/4/2020,
15030,E,M,M,36000,47400,13/6/2020,
15032,B,S,F,108000,10470,9/9/2020,
15033,D,D,M,100000,10470,8/5/2021,
15043,B,S,M,84000,41200,31/8/2020,
15045,C,M,F,84000,47400,15/4/2023,
15052,B,M,M,250000,80300,4/8/2021,
15063,B,M,F,60000,76300,22/11/2021,
15065,D,M,M,120000,81100,16/3/2020,
15074,C,S,F,500000,80300,12/11/2022,
15079,D,M,M,120000,80300,24/7/2021,
15087,E,M,F,120000,75000,13/4/2020,
15107,D,M,F,120000,75000,23/4/2021,
15108,C,S,F,50000,80300,17/7/2022,
15134,B,S,F,250000,50450,25/11/2020,
15144,D,M,F,36000,68100,17/1/2022,
15162,D,M,F,48000,76300,22/2/2021,
15164,B,S,M,36000,81100,18/11/2021,
15166,D,D,M,72000,41250,27/6/2021,
15168,C,M,M,50000,80300,12/3/2020,
15173,C,M,F,36000,75000,14/4/2022,
15176,C,M,M,500000,41200,4/2/2020,
15179,C,M,M,500000,75000,25/8/2022,
15185,D,M,M,108000,42000,21/2/2021,
15187,B,S,M,60000,75000,28/7/2021,
15196,C,M,M,36000,42000,28/5/2022,
15208,B,S,M,48000,41250,19/3/2021,
15213,C,M,F,120000,41200,7/9/2021,
15214,B,S,F,60000,41400,13/11/2022,
15234,D,M,M,48000,11500,19/10/2021,
15248,E,M,F,250000,68100,3/9/2020,
15262,B,S,F,48000,41400,20/9/2021,
15280,B,S,M,108000,41400,12/4/2023,
