POLICY_NUMBER,PLAN_CODE,CLIENT_CODE,SUM_ASSURED,MODAL_PREMIUM,ISSUE_DATE,TYPE,POLICY_STATUS,SURRENDER_DATE,PAYMENT_MODE
17251,136,16801,90000,2593,2020-01-08 00:00:00,E,IN-FORCE,,1
459,105,16842,185000,1444,2020-01-10 00:00:00,A,IN-FORCE,,1
17374,136,16856,250000,1839,2020-01-14 00:00:00,E,IN-FORCE,,12
17404,133,16873,787492.5,1602,2020-01-07 00:00:00,E,IN-FORCE,,12
20982,167,16874,250000,1839,2020-02-04 00:00:00,E,SURRENDERED,2020-12-16 00:00:00,1
17418,119,16879,75000,1153,2020-01-03 00:00:00,E,IN-FORCE,,12
17506,165,16921,25000,2663,2020-01-13 00:00:00,E,LAPSE,,1
17528,166,16928,50000,2387,2020-01-03 00:00:00,E,IN-FORCE,,1
497,105,16938,186552.5,1490,2020-02-12 00:00:00,A,IN-FORCE,,1
17572,136,16947,99000,1087,2020-01-06 00:00:00,E,IN-FORCE,,6
17581,167,16950,1393250,821,2020-01-31 00:00:00,E,IN-FORCE,,1
17785,157,16958,7500000,2829,2020-01-14 00:00:00,E,IN-FORCE,,6
17622,166,16960,1057500,1954,2020-01-09 00:00:00,E,IN-FORCE,,1
17649,159,16972,2500000,2260,2020-01-09 00:00:00,E,IN-FORCE,,1
17672,120,16977,108307.95,2856,2020-02-14 00:00:00,E,IN-FORCE,,12
520,3,16985,125000,1510,2020-01-03 00:00:00,A,LAPSE,,1
25448,165,16994,125000,2676,2020-02-27 00:00:00,E,IN-FORCE,,1
17732,128,17003,675000,491,2020-01-06 00:00:00,E,SURRENDERED,2021-01-26 00:00:00,12
19020,127,17016,337500,394,2020-02-26 00:00:00,E,IN-FORCE,,12
20367,136,17025,38175,2624,2020-01-30 00:00:00,E,IN-FORCE,,12
17800,119,17026,90000,1814,2020-01-06 00:00:00,E,IN-FORCE,,12
17825,159,17041,2337500,1285,2020-01-07 00:00:00,E,IN-FORCE,,12
17828,167,17043,25000,1562,2020-01-07 00:00:00,E,IN-FORCE,,1
17850,119,17049,210000,2160,2020-02-10 00:00:00,E,IN-FORCE,,12
17851,167,17050,52500,2385,2020-01-15 00:00:00,E,IN-FORCE,,1
17869,166,17058,75000,574,2020-01-06 00:00:00,E,IN-FORCE,,12
17874,136,17061,162500,1190,2020-01-03 00:00:00,E,IN-FORCE,,6
17875,166,17062,250000,504,2020-02-12 00:00:00,E,IN-FORCE,,12
18650,136,17062,500000,2119,2020-02-20 00:00:00,E,IN-FORCE,,12
17894,128,17073,675000,2894,2020-01-15 00:00:00,E,IN-FORCE,,12
17905,128,17077,675000,2340,2020-01-09 00:00:00,E,IN-FORCE,,12
17956,136,17096,25000,1460,2020-01-09 00:00:00,E,IN-FORCE,,1
17965,165,17097,12500,1081,2020-04-16 00:00:00,E,IN-FORCE,,1
569,0,17134,6250,1479,2020-01-02 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
585,109,17146,1250000,696,2020-01-02 00:00:00,A,IN-FORCE,,12
586,9,17147,50000,2062,2020-01-02 00:00:00,A,LAPSE,,12
587,3,17148,125000,861,2020-01-02 00:00:00,A,LAPSE,,1
596,3,17156,125000,2826,2020-01-02 00:00:00,A,IN-FORCE,,1
18087,165,17162,250000,362,2020-01-03 00:00:00,E,IN-FORCE,,12
18123,119,17179,150000,2452,2020-02-18 00:00:00,E,IN-FORCE,,12
28529,136,17185,25000,1384,2020-03-18 00:00:00,E,IN-FORCE,,12
18186,120,17215,109557.6,1327,2020-01-07 00:00:00,E,IN-FORCE,,12
18191,167,17221,150000,1011,2020-01-09 00:00:00,E,IN-FORCE,,1
825,112,17232,15000,490,2020-02-06 00:00:00,A,IN-FORCE,,12
18316,166,17234,202500,1925,2020-01-31 00:00:00,E,IN-FORCE,,1
18225,139,17241,750000,1116,2020-01-22 00:00:00,E,IN-FORCE,,12
18254,137,17256,125000,2198,2020-01-13 00:00:00,E,IN-FORCE,,1
18256,165,17258,200000,1243,2020-01-13 00:00:00,E,IN-FORCE,,1
835,21,17269,125000,2455,2020-01-20 00:00:00,A,IN-FORCE,,1
18300,119,17278,90000,481,2020-01-14 00:00:00,E,IN-FORCE,,12
18303,166,17281,624987.5,2312,2020-01-15 00:00:00,E,IN-FORCE,,12
18307,166,17282,435080,2907,2020-01-13 00:00:00,E,IN-FORCE,,12
18311,136,17284,125000,2086,2020-01-13 00:00:00,E,IN-FORCE,,6
851,3,17303,125000,2434,2020-01-03 00:00:00,A,LAPSE,,1
861,3,17322,125000,551,2020-01-03 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
609,3,17326,125000,2083,2020-01-03 00:00:00,A,IN-FORCE,,1
611,3,17328,125000,2813,2020-01-03 00:00:00,A,IN-FORCE,,1
18342,128,17343,562500,1798,2020-01-23 00:00:00,E,IN-FORCE,,12
18378,167,17359,125000,1026,2020-01-20 00:00:00,E,LAPSE,,1
883,114,17372,15000,442,2020-01-13 00:00:00,A,IN-FORCE,,12
892,98,17390,1250000,1554,2020-01-08 00:00:00,A,IN-FORCE,,12
659,3,17415,125000,1948,2020-01-06 00:00:00,A,LAPSE,,1
10006,1,17422,6250,2125,2020-05-29 00:00:00,A,IN-FORCE,,1
670,0,17423,6250,309,2020-01-06 00:00:00,A,LAPSE,,1
18436,167,17427,500000,2735,2020-01-20 00:00:00,E,IN-FORCE,,12
18440,167,17433,250000,2195,2020-01-28 00:00:00,E,LAPSE,,1
905,96,17451,250000,1824,2020-01-09 00:00:00,A,IN-FORCE,,12
18482,166,17456,150000,691,2020-01-08 00:00:00,E,IN-FORCE,,1
910,63,17459,500,273,2020-01-10 00:00:00,A,IN-FORCE,,12
18485,137,17461,25000,1081,2020-01-14 00:00:00,E,IN-FORCE,,12
18518,120,17485,63333,1222,2020-01-29 00:00:00,E,IN-FORCE,,12
18527,136,17490,180000,2786,2020-01-21 00:00:00,E,IN-FORCE,,6
921,105,17498,895000,768,2020-01-16 00:00:00,A,IN-FORCE,,1
18553,136,17511,25000,564,2020-03-16 00:00:00,E,IN-FORCE,,12
18555,136,17513,25000,282,2020-01-16 00:00:00,E,IN-FORCE,,12
18570,159,17523,1250000,2320,2020-01-17 00:00:00,E,IN-FORCE,,1
18582,136,17528,247500,255,2020-02-12 00:00:00,E,IN-FORCE,,1
18653,136,17567,62370,2077,2020-01-10 00:00:00,E,IN-FORCE,,12
968,3,17583,125000,1289,2020-01-07 00:00:00,A,LAPSE,,1
970,0,17586,6250,2274,2020-01-07 00:00:00,A,IN-FORCE,,1
20782,136,17592,90000,1265,2020-02-07 00:00:00,E,IN-FORCE,,12
18680,136,17599,519750,1810,2020-01-21 00:00:00,E,IN-FORCE,,3
18682,127,17600,675000,503,2020-01-10 00:00:00,E,IN-FORCE,,12
18735,136,17609,150000,2466,2020-02-07 00:00:00,E,IN-FORCE,,12
18743,165,17611,125000,1473,2020-01-14 00:00:00,E,IN-FORCE,,1
20584,165,17612,150000,2131,2020-02-03 00:00:00,E,IN-FORCE,,1
18706,133,17615,490152.5,1124,2020-01-10 00:00:00,E,IN-FORCE,,12
18709,127,17616,765000,1748,2020-01-10 00:00:00,E,IN-FORCE,,12
1271,3,17625,125000,321,2020-01-15 00:00:00,A,LAPSE,,1
18754,136,17640,25000,2690,2020-01-21 00:00:00,E,IN-FORCE,,1
18766,166,17648,250000,1576,2020-01-09 00:00:00,E,IN-FORCE,,12
18816,140,17673,360000,2391,2020-01-16 00:00:00,E,IN-FORCE,,1
8212,2,17674,50000,1378,2020-05-15 00:00:00,A,IN-FORCE,,1
19734,165,17675,250000,2608,2020-01-21 00:00:00,E,IN-FORCE,,1
694,3,17680,125000,1860,2020-01-08 00:00:00,A,LAPSE,,1
696,3,17681,125000,2136,2020-01-08 00:00:00,A,LAPSE,,1
18860,136,17700,250000,2714,2020-01-20 00:00:00,E,IN-FORCE,,12
18873,159,17708,1250000,391,2020-01-20 00:00:00,E,IN-FORCE,,1
18889,136,17720,49500,1709,2020-01-23 00:00:00,E,IN-FORCE,,12
1013,111,17731,175000,2895,2020-01-09 00:00:00,A,LAPSE,,1
705,111,17732,125000,1835,2020-01-09 00:00:00,A,IN-FORCE,,1
18929,136,17738,36000,1863,2020-03-05 00:00:00,E,IN-FORCE,,12
1016,41,17744,500000,273,2020-01-16 00:00:00,A,IN-FORCE,,12
1030,0,17760,6250,2918,2020-01-09 00:00:00,A,LAPSE,,1
18957,119,17764,90000,1558,2020-01-16 00:00:00,E,IN-FORCE,,12
18966,139,17769,567435,876,2020-01-10 00:00:00,E,IN-FORCE,,12
18978,157,17775,1250000,1563,2020-04-20 00:00:00,E,IN-FORCE,,12
1041,3,17786,125000,2528,2020-01-09 00:00:00,A,IN-FORCE,,1
18998,165,17787,125000,1883,2020-01-30 00:00:00,E,IN-FORCE,,1
19001,167,17789,250000,2487,2020-01-15 00:00:00,E,IN-FORCE,,1
19016,127,17799,539302.5,1050,2020-01-31 00:00:00,E,IN-FORCE,,12
32676,167,17801,250000,426,2020-05-28 00:00:00,E,LAPSE,,1
14778,55,17805,192500,1999,2020-01-21 00:00:00,D,IN-FORCE,,0
19023,166,17807,250000,2564,2020-01-17 00:00:00,E,IN-FORCE,,1
1048,96,17816,250000,1388,2020-01-24 00:00:00,A,IN-FORCE,,12
1084,111,17820,175000,2835,2020-01-10 00:00:00,A,IN-FORCE,,1
19041,136,17821,25000,298,2020-01-15 00:00:00,E,IN-FORCE,,12
1057,97,17829,500000,2295,2020-01-23 00:00:00,A,IN-FORCE,,12
19068,167,17836,500000,1962,2020-01-14 00:00:00,E,IN-FORCE,,1
715,3,17857,125000,2287,2020-01-10 00:00:00,A,LAPSE,,1
19114,139,17870,897225,1407,2020-01-20 00:00:00,E,IN-FORCE,,6
19143,167,17886,125000,1225,2020-01-22 00:00:00,E,IN-FORCE,,1
19159,166,17900,935000,2733,2020-01-14 00:00:00,E,IN-FORCE,,12
3453,93,17906,500000,2797,2020-02-29 00:00:00,A,IN-FORCE,,12
25239,136,17906,1648500,480,2020-02-29 00:00:00,E,IN-FORCE,,6
1096,41,17922,100625,1789,2020-01-21 00:00:00,A,IN-FORCE,,12
1100,111,17933,175000,1224,2020-01-10 00:00:00,A,LAPSE,,1
1506,111,17933,175000,2552,2020-01-21 00:00:00,A,IN-FORCE,,1
720,111,17934,125000,2420,2020-01-10 00:00:00,A,LAPSE,,1
1115,0,17956,6250,2445,2020-01-13 00:00:00,A,LAPSE,,1
19236,127,17962,900000,732,2020-01-15 00:00:00,E,IN-FORCE,,12
19253,139,17976,500000,2726,2020-01-15 00:00:00,E,IN-FORCE,,12
37781,136,17978,112500,2382,2020-06-24 00:00:00,E,IN-FORCE,,1
1129,96,17982,250000,818,2020-01-15 00:00:00,A,IN-FORCE,,12
19303,119,18007,90000,564,2020-01-14 00:00:00,E,IN-FORCE,,1
19316,137,18012,45225,589,2020-01-14 00:00:00,E,IN-FORCE,,12
19330,136,18022,25000,1144,2020-01-14 00:00:00,E,IN-FORCE,,1
19360,139,18037,967142.5,984,2020-01-15 00:00:00,E,IN-FORCE,,12
19377,127,18044,900000,2137,2020-01-29 00:00:00,E,IN-FORCE,,12
19492,120,18046,48256.8,1758,2020-01-21 00:00:00,E,IN-FORCE,,12
19385,167,18049,375000,2677,2020-01-22 00:00:00,E,IN-FORCE,,12
19428,129,18072,112500,1971,2020-01-22 00:00:00,E,IN-FORCE,,12
1167,111,18073,125000,1592,2020-01-13 00:00:00,A,LAPSE,,1
1175,105,18082,57250,400,2020-01-23 00:00:00,A,IN-FORCE,,12
1176,41,18082,103750,1026,2020-01-31 00:00:00,A,IN-FORCE,,12
19464,120,18089,48256.8,2066,2020-01-29 00:00:00,E,IN-FORCE,,12
724,3,18094,125000,2463,2020-01-14 00:00:00,A,IN-FORCE,,1
19487,120,18103,27751.5,678,2020-01-30 00:00:00,E,IN-FORCE,,12
19503,119,18110,300000,2513,2020-02-28 00:00:00,E,IN-FORCE,,12
19509,136,18113,125000,2770,2020-01-17 00:00:00,E,IN-FORCE,,12
1184,2,18114,50000,2272,2020-01-15 00:00:00,A,IN-FORCE,,1
19516,127,18118,900000,568,2020-01-20 00:00:00,E,IN-FORCE,,12
19517,136,18119,45000,1088,2020-01-31 00:00:00,E,IN-FORCE,,1
19539,159,18135,1910000,1568,2020-01-22 00:00:00,E,IN-FORCE,,12
19560,165,18140,750000,1274,2020-01-22 00:00:00,E,IN-FORCE,,12
19562,132,18143,375000,2932,2020-03-04 00:00:00,E,IN-FORCE,,12
19590,127,18155,675000,1569,2020-01-22 00:00:00,E,IN-FORCE,,12
19598,120,18160,48256.8,2237,2020-01-31 00:00:00,E,IN-FORCE,,12
20078,165,18166,330000,1442,2020-01-22 00:00:00,E,IN-FORCE,,1
1198,2,18173,50000,1274,2020-01-28 00:00:00,A,IN-FORCE,,12
19649,136,18181,675000,280,2020-01-23 00:00:00,E,IN-FORCE,,12
19659,159,18184,1493472.5,443,2020-01-21 00:00:00,E,IN-FORCE,,1
19666,136,18187,196350,1105,2020-01-21 00:00:00,E,IN-FORCE,,12
1205,0,18200,6250,357,2020-01-15 00:00:00,A,IN-FORCE,,1
1206,0,18201,6250,228,2020-01-15 00:00:00,A,LAPSE,,1
1215,0,18209,6250,1529,2020-01-16 00:00:00,A,LAPSE,,1
19691,132,18232,732600,2697,2020-02-07 00:00:00,E,IN-FORCE,,12
19708,136,18238,105000,1450,2020-01-21 00:00:00,E,IN-FORCE,,12
1245,105,18245,214762.5,2244,2020-01-29 00:00:00,A,IN-FORCE,,1
1247,105,18245,278397.5,1019,2020-01-29 00:00:00,A,IN-FORCE,,1
19785,119,18276,120000,2888,2020-01-17 00:00:00,E,SURRENDERED,2021-01-12 00:00:00,12
19834,159,18298,1250000,2250,2020-02-07 00:00:00,E,IN-FORCE,,12
1269,3,18306,125000,2382,2020-01-15 00:00:00,A,LAPSE,,1
738,3,18307,125000,2179,2020-01-15 00:00:00,A,IN-FORCE,,1
19831,166,18317,125000,1749,2020-01-17 00:00:00,E,IN-FORCE,,12
1280,104,18339,437500,1532,2020-01-20 00:00:00,A,IN-FORCE,,12
19918,120,18357,63333,1887,2020-01-22 00:00:00,E,IN-FORCE,,12
1294,114,18361,25000,2152,2020-02-21 00:00:00,A,IN-FORCE,,12
19926,136,18364,921250,1486,2020-01-17 00:00:00,E,IN-FORCE,,12
19949,136,18369,273000,2946,2020-01-20 00:00:00,E,IN-FORCE,,12
19955,166,18376,470000,2258,2020-02-18 00:00:00,E,IN-FORCE,,12
19967,120,18381,48256.8,815,2020-01-17 00:00:00,E,IN-FORCE,,12
19983,139,18388,25000,1049,2020-01-23 00:00:00,E,IN-FORCE,,12
19994,136,18392,100000,924,2020-01-17 00:00:00,E,IN-FORCE,,1
20026,136,18411,25000,2037,2020-01-20 00:00:00,E,IN-FORCE,,12
20027,119,18412,300000,2629,2020-01-21 00:00:00,E,IN-FORCE,,12
20066,167,18414,125000,2045,2020-02-10 00:00:00,E,IN-FORCE,,12
20049,139,18427,625000,1347,2020-01-21 00:00:00,E,IN-FORCE,,12
20081,165,18440,250000,1920,2020-02-25 00:00:00,E,IN-FORCE,,1
1341,3,18450,125000,1711,2020-01-17 00:00:00,A,IN-FORCE,,1
1347,3,18462,125000,2051,2020-01-17 00:00:00,A,LAPSE,,1
1363,3,18479,125000,450,2020-01-17 00:00:00,A,IN-FORCE,,1
756,3,18491,125000,893,2020-01-17 00:00:00,A,IN-FORCE,,1
1370,1,18493,6250,1239,2020-01-17 00:00:00,A,LAPSE,,1
20102,136,18501,45000,829,2020-01-28 00:00:00,E,SURRENDERED,2021-02-23 00:00:00,12
20103,136,18502,25000,1587,2020-01-22 00:00:00,E,IN-FORCE,,12
762,3,18504,125000,2842,2020-01-17 00:00:00,A,IN-FORCE,,1
1379,3,18506,125000,2661,2020-01-17 00:00:00,A,IN-FORCE,,1
1400,3,18525,125000,2943,2020-01-17 00:00:00,A,LAPSE,,1
1401,3,18526,125000,2961,2020-01-17 00:00:00,A,IN-FORCE,,1
770,3,18535,125000,2760,2020-01-17 00:00:00,A,IN-FORCE,,1
20113,136,18542,180000,2683,2020-03-16 00:00:00,E,IN-FORCE,,1
20117,166,18544,12500,1877,2020-01-30 00:00:00,E,IN-FORCE,,1
1441,96,18590,250000,1784,2020-01-22 00:00:00,A,IN-FORCE,,12
20230,166,18618,250000,1801,2020-01-30 00:00:00,E,LAPSE,,1
23737,165,18625,180000,750,2020-02-24 00:00:00,E,IN-FORCE,,1
20256,159,18645,1304420,2881,2020-02-03 00:00:00,E,IN-FORCE,,1
1480,96,18653,250000,2205,2020-01-23 00:00:00,A,IN-FORCE,,12
20301,165,18669,125000,2118,2020-01-30 00:00:00,E,IN-FORCE,,1
20315,166,18677,2000000,357,2020-02-27 00:00:00,E,IN-FORCE,,12
24352,167,18685,125000,528,2020-02-26 00:00:00,E,IN-FORCE,,1
31873,166,18693,50000,207,2020-04-29 00:00:00,E,IN-FORCE,,1
20364,136,18707,25000,776,2020-01-21 00:00:00,E,IN-FORCE,,1
39215,136,18710,165000,2782,2020-06-25 00:00:00,E,IN-FORCE,,1
20389,139,18715,670500,558,2020-01-24 00:00:00,E,IN-FORCE,,1
1513,2,18750,50000,1810,2020-01-22 00:00:00,A,IN-FORCE,,12
20456,166,18752,250000,1513,2020-02-05 00:00:00,E,IN-FORCE,,1
20459,166,18753,900000,2508,2020-01-22 00:00:00,E,IN-FORCE,,1
20466,128,18754,337500,2843,2020-01-21 00:00:00,E,IN-FORCE,,12
20468,139,18759,525937.5,883,2020-01-22 00:00:00,E,IN-FORCE,,6
20510,139,18773,826500,1580,2020-01-22 00:00:00,E,IN-FORCE,,1
1521,35,18786,75000,323,2020-01-31 00:00:00,A,LAPSE,,1
20542,167,18788,750000,2675,2020-01-22 00:00:00,E,IN-FORCE,,1
20571,167,18813,125000,2250,2020-01-29 00:00:00,E,IN-FORCE,,6
20573,132,18815,250000,1459,2020-02-07 00:00:00,E,IN-FORCE,,12
1547,3,18851,125000,2353,2020-01-21 00:00:00,A,LAPSE,,1
20945,128,18852,900000,2134,2020-01-24 00:00:00,E,IN-FORCE,,12
21267,128,18852,900000,2563,2020-01-28 00:00:00,E,IN-FORCE,,12
1558,3,18859,125000,538,2020-01-21 00:00:00,A,LAPSE,,1
20694,120,18885,63335.05,822,2020-01-31 00:00:00,E,SURRENDERED,2020-06-11 00:00:00,1
1581,111,18896,175000,2397,2020-01-21 00:00:00,A,IN-FORCE,,1
1585,111,18898,125000,1341,2020-01-21 00:00:00,A,IN-FORCE,,1
20719,167,18899,25000,2001,2020-01-24 00:00:00,E,IN-FORCE,,1
21607,165,18903,87500,2184,2020-01-31 00:00:00,E,LAPSE,,1
20733,167,18907,822130,528,2020-01-28 00:00:00,E,IN-FORCE,,1
20754,128,18919,900000,851,2020-01-23 00:00:00,E,IN-FORCE,,12
20757,120,18920,63333,2367,2020-01-23 00:00:00,E,IN-FORCE,,12
20811,139,18953,595980,1241,2020-02-07 00:00:00,E,IN-FORCE,,12
20814,166,18954,250000,1761,2020-02-10 00:00:00,E,IN-FORCE,,1
20818,136,18957,25000,1561,2020-01-22 00:00:00,E,IN-FORCE,,12
20825,159,18960,1250000,959,2020-01-30 00:00:00,E,IN-FORCE,,1
20827,136,18961,1000000,2313,2020-01-23 00:00:00,E,IN-FORCE,,12
20829,166,18962,750000,2120,2020-02-29 00:00:00,E,IN-FORCE,,1
1612,35,18966,113800,1589,2020-01-30 00:00:00,A,LAPSE,,1
20851,167,18972,250000,1632,2020-01-31 00:00:00,E,IN-FORCE,,1
20859,136,18977,90000,1672,2020-01-23 00:00:00,E,IN-FORCE,,1
20866,136,18981,25000,421,2020-02-07 00:00:00,E,IN-FORCE,,12
20868,136,18983,495000,856,2020-01-29 00:00:00,E,IN-FORCE,,12
20883,165,18991,250000,725,2020-01-22 00:00:00,E,IN-FORCE,,1
1624,0,18994,6250,225,2020-01-22 00:00:00,A,LAPSE,,1
20890,136,19001,25000,1678,2020-01-28 00:00:00,E,IN-FORCE,,1
4564,96,19007,250000,1058,2020-03-13 00:00:00,A,IN-FORCE,,12
20924,120,19020,63333,1804,2020-01-28 00:00:00,E,IN-FORCE,,12
1633,92,19028,250000,682,2020-01-24 00:00:00,A,IN-FORCE,,12
1639,111,19041,125000,1542,2020-01-22 00:00:00,A,LAPSE,,1
20976,119,19056,90000,1231,2020-01-24 00:00:00,E,IN-FORCE,,12
20981,128,19059,900000,1139,2020-02-04 00:00:00,E,IN-FORCE,,12
1655,43,19065,375,2439,2020-03-10 00:00:00,A,IN-FORCE,,6
21031,120,19086,48256.8,1959,2020-01-31 00:00:00,E,IN-FORCE,,12
21061,136,19098,787500,2221,2020-01-29 00:00:00,E,IN-FORCE,,12
21073,138,19102,25000,2816,2020-02-04 00:00:00,E,IN-FORCE,,1
21080,136,19104,135000,1525,2020-03-31 00:00:00,E,IN-FORCE,,12
1684,3,19107,125000,2206,2020-01-24 00:00:00,A,LAPSE,,1
1686,3,19108,125000,2566,2020-01-23 00:00:00,A,LAPSE,,1
1694,3,19115,125000,581,2020-01-23 00:00:00,A,LAPSE,,1
1703,3,19123,125000,1688,2020-01-23 00:00:00,A,LAPSE,,1
1705,3,19125,125000,1347,2020-01-23 00:00:00,A,LAPSE,,1
1707,3,19127,125000,920,2020-01-23 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
21110,128,19151,2250000,2172,2020-01-30 00:00:00,E,IN-FORCE,,12
30422,136,19154,175000,932,2020-04-02 00:00:00,E,IN-FORCE,,12
21121,128,19157,337500,1339,2020-01-30 00:00:00,E,IN-FORCE,,12
25757,136,19164,145000,1527,2020-02-25 00:00:00,E,LAPSE,,1
21134,132,19167,175000,1938,2020-01-28 00:00:00,E,IN-FORCE,,12
21139,165,19171,337500,2429,2020-01-30 00:00:00,E,IN-FORCE,,1
1728,111,19177,125000,2985,2020-01-23 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
21171,159,19194,1250000,1507,2020-05-14 00:00:00,E,IN-FORCE,,12
21185,134,19200,1350000,2545,2020-01-31 00:00:00,E,IN-FORCE,,12
21191,128,19204,675000,2763,2020-01-29 00:00:00,E,CANCELED DURING COOLING OFF PERIOD,,12
1749,111,19209,175000,2759,2020-01-23 00:00:00,A,LAPSE,,1
1768,45,19221,500,1039,2020-02-06 00:00:00,A,IN-FORCE,,12
1777,45,19229,500,1893,2020-02-19 00:00:00,A,IN-FORCE,,12
21228,136,19246,250000,779,2020-02-07 00:00:00,E,IN-FORCE,,1
1815,3,19272,125000,1689,2020-01-24 00:00:00,A,IN-FORCE,,1
2369,3,19282,125000,577,2020-02-04 00:00:00,A,LAPSE,,1
1831,3,19283,125000,883,2020-01-24 00:00:00,A,LAPSE,,1
1850,1,19303,6250,2929,2020-01-24 00:00:00,A,LAPSE,,1
1856,3,19308,125000,1253,2020-01-24 00:00:00,A,IN-FORCE,,1
1907,2,19351,50000,1529,2020-01-29 00:00:00,A,IN-FORCE,,1
21270,136,19355,150000,2796,2020-01-30 00:00:00,E,IN-FORCE,,1
21275,119,19358,75000,2291,2020-01-29 00:00:00,E,IN-FORCE,,12
21290,120,19364,54778.8,1470,2020-01-30 00:00:00,E,IN-FORCE,,12
21302,165,19372,25000,2570,2020-02-11 00:00:00,E,LAPSE,,1
21339,119,19432,90000,2696,2020-01-29 00:00:00,E,IN-FORCE,,12
21374,119,19455,90000,2601,2020-01-29 00:00:00,E,IN-FORCE,,12
3650,35,19459,84125,950,2020-02-28 00:00:00,A,LAPSE,,1
21387,166,19462,250000,2182,2020-01-31 00:00:00,E,IN-FORCE,,1
21405,166,19471,25000,2047,2020-02-11 00:00:00,E,IN-FORCE,,1
21410,165,19475,250000,753,2020-01-30 00:00:00,E,IN-FORCE,,1
21416,137,19479,25000,1911,2020-02-06 00:00:00,E,IN-FORCE,,12
2032,0,19509,6250,1747,2020-01-29 00:00:00,A,IN-FORCE,,1
2058,3,19529,125000,731,2020-01-29 00:00:00,A,LAPSE,,1
2060,3,19530,125000,715,2020-01-29 00:00:00,A,LAPSE,,1
2067,3,19536,125000,1111,2020-01-29 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
21440,120,19546,54778.8,825,2020-01-31 00:00:00,E,IN-FORCE,,12
21461,120,19562,109557.6,1611,2020-01-31 00:00:00,E,IN-FORCE,,12
21468,165,19565,250000,1277,2020-01-30 00:00:00,E,IN-FORCE,,12
21479,151,19574,1888540,2480,2020-02-07 00:00:00,E,IN-FORCE,,12
21492,120,19586,63333,763,2020-02-11 00:00:00,E,IN-FORCE,,12
2118,80,19602,375,302,2020-01-31 00:00:00,A,EXPIRED,,12
2128,35,19610,76175,482,2020-01-31 00:00:00,A,LAPSE,,1
2137,0,19618,6250,2513,2020-01-30 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
21590,137,19646,200000,1967,2020-03-21 00:00:00,E,IN-FORCE,,12
21613,132,19650,25000,1265,2020-03-06 00:00:00,E,IN-FORCE,,1
21608,128,19654,450000,2562,2020-01-31 00:00:00,E,SURRENDERED,2020-03-10 00:00:00,12
21615,151,19657,1250000,802,2020-02-03 00:00:00,E,IN-FORCE,,12
2166,88,19659,50000,1083,2020-01-31 00:00:00,A,IN-FORCE,,12
21618,165,19663,250000,1432,2020-02-10 00:00:00,E,IN-FORCE,,1
21641,120,19670,86532,2080,2020-02-20 00:00:00,E,IN-FORCE,,12
2190,111,19689,175000,2622,2020-01-30 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
2191,111,19690,175000,2260,2020-01-30 00:00:00,A,IN-FORCE,,1
2220,0,19721,6250,962,2020-01-31 00:00:00,A,CANCELED DURING COOLING OFF PERIOD,,1
2224,3,19725,125000,2224,2020-01-31 00:00:00,A,IN-FORCE,,1
2238,0,19740,6250,1956,2020-01-31 00:00:00,A,LAPSE,,1
2278,2,19777,50000,1997,2020-01-31 00:00:00,A,LAPSE,,1
21741,120,19783,109557.6,782,2020-01-31 00:00:00,E,IN-FORCE,,12
21926,120,19783,63333,2072,2020-02-05 00:00:00,E,IN-FORCE,,12
2281,2,19784,50000,421,2020-01-31 00:00:00,A,LAPSE,,1
2291,111,19803,175000,235,2020-01-31 00:00:00,A,LAPSE,,1
21784,159,19804,1400000,2980,2020-02-04 00:00:00,E,IN-FORCE,,12
21793,119,19808,300000,1936,2020-02-20 00:00:00,E,IN-FORCE,,12
21799,135,19811,950000,566,2020-02-11 00:00:00,E,IN-FORCE,,12
2294,41,19814,286000,2528,2020-02-06 00:00:00,A,IN-FORCE,,12
21808,128,19817,675000,1768,2020-02-05 00:00:00,E,IN-FORCE,,12
21809,128,19818,675000,474,2020-02-04 00:00:00,E,IN-FORCE,,12
21814,120,19820,63333,2649,2020-02-03 00:00:00,E,IN-FORCE,,12
2304,111,19834,125000,1356,2020-01-31 00:00:00,A,LAPSE,,1
2314,96,19843,250000,1610,2020-02-04 00:00:00,A,IN-FORCE,,12
21880,139,19864,525000,567,2020-02-06 00:00:00,E,IN-FORCE,,1
21939,166,19896,25000,2978,2020-02-05 00:00:00,E,LAPSE,,1
21952,139,19904,25000,2337,2020-02-06 00:00:00,E,IN-FORCE,,12
21973,166,19915,125000,2840,2020-02-04 00:00:00,E,IN-FORCE,,1
2334,2,19922,50000,1307,2020-02-05 00:00:00,A,IN-FORCE,,1
2339,3,19928,125000,1572,2020-02-03 00:00:00,A,LAPSE,,1
21992,167,19938,125000,810,2020-02-13 00:00:00,E,IN-FORCE,,1
22040,128,19960,337500,2182,2020-02-07 00:00:00,E,IN-FORCE,,12
22054,128,19967,337500,588,2020-02-28 00:00:00,E,IN-FORCE,,12
22065,167,19975,25000,2141,2020-02-20 00:00:00,E,IN-FORCE,,1
